Cell,Parent,LineageName,Birth,Death,Type,Description,,
hyp7,H1Lap,H1Lapa,2360,,hypoderm,Postembryonic large hypodermal syncytium.,,
H1Rapp,H1Rap,H1Rapp,2360,,,,,
H1Lapp,H1Lap,H1Lapp,2360,,,,,
Z4apaa,Z4apa,Z4apaa,2420,,,,,
Z4apap,Z4apa,Z4apap,2420,,,,,
Z1papp,Z1pap,Z1papp,2420,,,,,
Z1papa,Z1pap,Z1papa,2420,,,,,
Z4appa,Z4app,Z4appa,2450,,,,,
gon herm dish P,Z4app,Z4appp,2450,,epithelium,"Posterior epithelial sheath of distal gonad arm, no muscle fibers.",,
gon herm dish A,Z1ap,Z1apa,2450,,epithelium,"Anterior epithelial sheath of distal gonad arm, no muscle fibers.",,
Z4paa,Z4pa,Z4paa,2450,,,,,
Z1app,Z1ap,Z1app,2450,,,,,
gon herm dish P,Z4pa,Z4pap,2450,,epithelium,"Posterior epithelial sheath of distal gonad arm, no muscle fibers.",,
Z1paap,Z1paa,Z1paap,2450,,,,,
gon herm dish A,Z1paa,Z1paaa,2450,,epithelium,"Anterior epithelial sheath of distal gonad arm, no muscle fibers.",,
Z1ppap,Z1ppa,Z1ppap,2480,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aapp,Z4aap,Z4aapp,2480,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4apaap,Z4apaa,Z4apaap,2480,,,,,
Z4apapa,Z4apap,Z4apapa,2480,,,,,
Z4aapa,Z4aap,Z4aapa,2480,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4apaaa,Z4apaa,Z4apaaa,2480,,,,,
Z4apapp,Z4apap,Z4apapp,2480,,,,,
Z4aaaa,Z4aaa,Z4aaaa,2480,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1ppaa,Z1ppa,Z1ppaa,2480,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aaap,Z4aaa,Z4aaap,2480,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1pappa,Z1papp,Z1pappa,2510,,,,,
Z1papap,Z1papa,Z1papap,2510,,,,,
Z1papaa,Z1papa,Z1papaa,2510,,,,,
Z1pappp,Z1papp,Z1pappp,2510,,,,,
hyp7,P8p,P8pa,2540,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,P8p,P8pp,2540,,hypoderm,Postembryonic large hypodermal syncytium.,,
P5pp,P5p,P5pp,2540,,,,,
Mvrpaap,Mvrpaa,Mvrpaap,2540,,,,,
Mvlpaaa,Mvlpaa,Mvlpaaa,2540,,,,,
Mvrpaaa,Mvrpaa,Mvrpaaa,2540,,,,,
P6pp,P6p,P6pp,2540,,,,,
P7pa,P7p,P7pa,2540,,,,,
hyp7,P3p,P3pa,2540,,hypoderm,Postembryonic large hypodermal syncytium.,,
Mvlpaap,Mvlpaa,Mvlpaap,2540,,,,,
hyp7,P4p,P4pa,2540,,hypoderm,Postembryonic large hypodermal syncytium.,,
P6pa,P6p,P6pa,2540,,,,,
hyp7,P3p,P3pp,2540,,hypoderm,Postembryonic large hypodermal syncytium.,,
P7pp,P7p,P7pp,2540,,,,,
P5pa,P5p,P5pa,2540,,,,,
hyp7,P4p,P4pp,2540,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z4appap,Z4appa,Z4appap,2630,,,,,
Z4apapap,Z4apapa,Z4apapap,2630,,,,,
Z4appaa,Z4appa,Z4appaa,2630,,,,,
Z4apapaa,Z4apapa,Z4apapaa,2630,,,,,
Z4apaapa,Z4apaap,Z4apaapa,2630,,,,,
Z4paap,Z4paa,Z4paap,2630,,,,,
Z4paaa,Z4paa,Z4paaa,2630,,,,,
Z4apaapp,Z4apaap,Z4apaapp,2630,,,,,
Z4apappa,Z4apapp,Z4apappa,2660,,,,,
P6pap,P6pa,P6pap,2660,,,,,
P7ppa,P7pp,P7ppa,2660,,,,,
P6ppa,P6pp,P6ppa,2660,,,,,
Z4apappp,Z4apapp,Z4apappp,2660,,,,,
P7ppp,P7pp,P7ppp,2660,,,,,
P7pap,P7pa,P7pap,2660,,,,,
P6ppp,P6pp,P6ppp,2660,,,,,
Z1appa,Z1app,Z1appa,2660,,,,,
vulD,P7pa,P7paa,2660,,repro,vulva,,
Z4apaaaa,Z4apaaa,Z4apaaaa,2660,,,,,
vulD,P5pp,P5ppp,2660,,repro,vulva,,
Z1paapp,Z1paap,Z1paapp,2660,,,,,
Z1pappap,Z1pappa,Z1pappap,2660,,,,,
Z1papppa,Z1pappp,Z1papppa,2660,,,,,
Z4aaaap,Z4aaaa,Z4aaaap,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1papaaa,Z1papaa,Z1papaaa,2660,,,,,
Z1papppp,Z1pappp,Z1papppp,2660,,,,,
P5paa,P5pa,P5paa,2660,,,,,
Z4aaaaa,Z4aaaa,Z4aaaaa,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1papapa,Z1papap,Z1papapa,2660,,,,,
Z1pappaa,Z1pappa,Z1pappaa,2660,,,,,
Z1ppapp,Z1ppap,Z1ppapp,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1papapp,Z1papap,Z1papapp,2660,,,,,
Z1ppapa,Z1ppap,Z1ppapa,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1ppaaa,Z1ppaa,Z1ppaaa,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1papaap,Z1papaa,Z1papaap,2660,,,,,
P6paa,P6pa,P6paa,2660,,,,,
Z1paapa,Z1paap,Z1paapa,2660,,,,,
Z4aaapp,Z4aaap,Z4aaapp,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
P5ppa,P5pp,P5ppa,2660,,,,,
Z1appp,Z1app,Z1appp,2660,,,,,
Z4apaaap,Z4apaaa,Z4apaaap,2660,,,,,
Z1ppaap,Z1ppaa,Z1ppaap,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aaapa,Z4aaap,Z4aaapa,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
P5pap,P5pa,P5pap,2660,,,,,
Z4aappp,Z4aapp,Z4aappp,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aapap,Z4aapa,Z4aapap,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aapaa,Z4aapa,Z4aapaa,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aappa,Z4aapp,Z4aappa,2660,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Mvlpaapp,Mvlpaap,Mvlpaapp,2690,,,,,
Mvrpaaap,Mvrpaaa,Mvrpaaap,2690,,,,,
Mvlpaapa,Mvlpaap,Mvlpaapa,2690,,,,,
Mvrpaapa,Mvrpaap,Mvrpaapa,2690,,,,,
Mvrpaapp,Mvrpaap,Mvrpaapp,2690,,,,,
Mvlpaaap,Mvlpaaa,Mvlpaaap,2690,,,,,
Mvlpaaaa,Mvlpaaa,Mvlpaaaa,2690,,,,,
Mvrpaaaa,Mvrpaaa,Mvrpaaaa,2690,,,,,
vulE,P6ppp,P6pppl,2720,,repro,vulva,,
vulA,P7ppp,P7pppa,2720,,repro,vulva,,
vulA,P5paa,P5paaa,2720,,repro,vulva,,
vulA,P5paa,P5paap,2720,,repro,vulva,,
vulB,P5pap,P5papa,2720,,repro,vulva,,
vulE,P6paa,P6paar,2720,,repro,vulva,,
vulB,P5pap,P5papp,2720,,repro,vulva,,
vulE,P6ppp,P6pppr,2720,,repro,vulva,,
vulE,P6paa,P6paal,2720,,repro,vulva,,
vulA,P7ppp,P7pppp,2720,,repro,vulva,,
vulB,P7ppa,P7ppaa,2720,,repro,vulva,,
vulB,P7ppa,P7ppap,2720,,repro,vulva,,
vulF,P6pap,P6papl,2780,,repro,vulva,,
vulF,P6pap,P6papr,2780,,repro,vulva,,
vulF,P6ppa,P6ppal,2780,,repro,vulva,,
vulF,P6ppa,P6ppar,2780,,repro,vulva,,
vulC,P7pap,P7papr,2780,,repro,vulva,,
vulC,P5ppa,P5ppar,2780,,repro,vulva,,
vulC,P5ppa,P5ppal,2780,,repro,vulva,,
vulC,P7pap,P7papl,2780,,repro,vulva,,
Z1paappp,Z1paapp,Z1paappp,2810,,,,,
Z4apapapp,Z4apapap,Z4apapapp,2810,,,,,
Z4appaaa,Z4appaa,Z4appaaa,2810,,,,,
Z4apapapa,Z4apapap,Z4apapapa,2810,,,,,
Z4apapaap,Z4apapaa,Z4apapaap,2810,,,,,
Z4apapaaa,Z4apapaa,Z4apapaaa,2810,,,,,
Z4apaappp,Z4apaapp,Z4apaappp,2810,,,,,
Z4appaap,Z4appaa,Z4appaap,2810,,,,,
Z1paappa,Z1paapp,Z1paappa,2810,,,,,
Z4apaappa,Z4apaapp,Z4apaappa,2810,,,,,
Z4apaapap,Z4apaapa,Z4apaapap,2810,,,,,
Z1paapap,Z1paapa,Z1paapap,2810,,,,,
Z1paapaa,Z1paapa,Z1paapaa,2810,,,,,
Z4apaapaa,Z4apaapa,Z4apaapaa,2810,,,,,
Z1apppp,Z1appp,Z1apppp,2810,,,,,
Z4paaap,Z4paaa,Z4paaap,2810,,,,,
Z1appaa,Z1appa,Z1appaa,2810,,,,,
Z4appapp,Z4appap,Z4appapp,2810,,,,,
Z1appap,Z1appa,Z1appap,2810,,,,,
Z4paaaa,Z4paaa,Z4paaaa,2810,,,,,
Z4paapa,Z4paap,Z4paapa,2810,,,,,
Z4paapp,Z4paap,Z4paapp,2810,,,,,
Z4appapa,Z4appap,Z4appapa,2810,,,,,
Z1apppa,Z1appp,Z1apppa,2810,,,,,
Z4aapapa,Z4aapap,Z4aapapa,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
se,V2Lpppp,V2Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z1ppaapa,Z1ppaap,Z1ppaapa,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth A,Z4apaaaa,Z4apaaaav,2840,,repro,Anterior spermatheca.,,
gon herm spth A,Z4apaaaa,Z4apaaaad,2840,,repro,Anterior spermatheca.,,
Z4aapppp,Z4aappp,Z4aapppp,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm1,Mvrpaaap,Mvrpaaapp,2840,,muscle,Hermaphrodite vulval muscle.,,
gon herm sujn A,Z4apaaap,Z4apaaapd,2840,,repro,Anterior spermathecal-uterine junction.,,
vm2,Mvlpaapa,Mvlpaapap,2840,,muscle,Hermaphrodite vulval muscle.,,
Z4aapapp,Z4aapap,Z4aapapp,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1ppaapp,Z1ppaap,Z1ppaapp,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aappaa,Z4aappa,Z4aappaa,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
hyp7,V3Lpapp,V3Lpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,H2Rppp,H2Rpppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V2Rpppp,V2Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
um2,Mvlpaapp,Mvlpaappp,2840,,muscle,Hermaphrodite uterine muscle.,,
hyp7,V2Rpppp,V2Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z1ppaaap,Z1ppaaa,Z1ppaaap,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
um1,Mvlpaapp,Mvlpaappa,2840,,muscle,Hermaphrodite uterine muscle.,,
hyp7,V2Rpapp,V2Rpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,H2Rppp,H2Rpppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z1ppaaaa,Z1ppaaa,Z1ppaaaa,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm1,Mvrpaapa,Mvrpaapaa,2840,,muscle,Hermaphrodite vulval muscle.,,
Z4aapppa,Z4aappp,Z4aapppa,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth A,Z4apaaap,Z4apaaapv,2840,,repro,Anterior spermatheca.,,
se,V2Rpapp,V2Rpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
vm2,Mvrpaaap,Mvrpaaapa,2840,,muscle,Hermaphrodite vulval muscle.,,
se,V2Lpapp,V2Lpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V2Lpppp,V2Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
um1,Mvlpaaaa,Mvlpaaaap,2840,,muscle,Hermaphrodite uterine muscle.,,
gon herm vut,Z4aaapa,Z4aaapav,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaapa,Z4aaapad,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
um2,Mvlpaaaa,Mvlpaaaaa,2840,,muscle,Hermaphrodite uterine muscle.,,
hyp7,V1Lpapp,V1Lpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm vut,Z4aaaap,Z4aaaapv,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaapp,Z4aaappd,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaaap,Z4aaaapd,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
se,V1Lpapp,V1Lpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm vut,Z4aaapp,Z4aaappv,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm2,Mvlpaaap,Mvlpaaapa,2840,,muscle,Hermaphrodite vulval muscle.,,
um2,Mvrpaaaa,Mvrpaaaaa,2840,,muscle,Hermaphrodite uterine muscle.,,
vm1,Mvlpaaap,Mvlpaaapp,2840,,muscle,Hermaphrodite vulval muscle.,,
um1,Mvrpaaaa,Mvrpaaaap,2840,,muscle,Hermaphrodite uterine muscle.,,
Z4aaaaaa,Z4aaaaa,Z4aaaaaa,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm2,Mvrpaapa,Mvrpaapap,2840,,muscle,Hermaphrodite vulval muscle.,,
se,V1Lpppp,V1Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm vut,Z4aapaa,Z4aapaad,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
hyp7,V1Rpapp,V1Rpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V1Rpapp,V1Rpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V1Rpppp,V1Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm vut,Z4aapaa,Z4aapaav,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
se,V1Rpppp,V1Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm vut,Z1ppapp,Z1ppappv,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppapp,Z1ppappd,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
hyp7,V2Lpapp,V2Lpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm vut,Z1ppapa,Z1ppapav,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppapa,Z1ppapad,2840,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm1,Mvlpaapa,Mvlpaapaa,2840,,muscle,Hermaphrodite vulval muscle.,,
hyp7,V1Lpppp,V1Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z4aaaaap,Z4aaaaa,Z4aaaaap,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
um1,Mvrpaapp,Mvrpaappa,2840,,muscle,Hermaphrodite uterine muscle.,,
se,H2Lppp,H2Lpppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V4Lpapp,V4Lpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V4Lpapp,V4Lpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V4Lpppp,V4Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V4Lpppp,V4Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z1pappapp,Z1pappap,Z1pappapp,2840,,,,,
hyp7,H2Lppp,H2Lpppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V4Rpapp,V4Rpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V4Rpapp,V4Rpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V4Rpppp,V4Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V4Rpppp,V4Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V5Lpppp,V5Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V5Lpppp,V5Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V5Rpppp,V5Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V5Rpppp,V5Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
se,V3Rpppp,V3Rppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V3Rpppp,V3Rppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z4aappap,Z4aappa,Z4aappap,2840,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1papapap,Z1papapa,Z1papapap,2840,,,,,
hyp7,V3Lpppp,V3Lppppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z1pappaaa,Z1pappaa,Z1pappaaa,2840,,,,,
Z1pappaap,Z1pappaa,Z1pappaap,2840,,,,,
se,V3Lpppp,V3Lppppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
se,V3Lpapp,V3Lpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z1papapaa,Z1papapa,Z1papapaa,2840,,,,,
Z1papappp,Z1papapp,Z1papappp,2840,,,,,
hyp7,V3Rpapp,V3Rpappa,2840,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z1papappa,Z1papapp,Z1papappa,2840,,,,,
Z1pappapa,Z1pappap,Z1pappapa,2840,,,,,
se,V3Rpapp,V3Rpappp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
um2,Mvrpaapp,Mvrpaappp,2840,,muscle,Hermaphrodite uterine muscle.,,
Z1apppaa,Z1apppa,Z1apppaa,2870,,,,,
gon herm prsh A,Z1appaa,Z1appaap,2870,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
Z1apppap,Z1apppa,Z1apppap,2870,,,,,
gon herm spth P,Z1papppa,Z1papppav,2870,,repro,Posterior spermatheca.,,
gon herm prsh A,Z1appaa,Z1appaaa,2870,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm spth P,Z1papppp,Z1pappppd,2870,,repro,Posterior spermatheca.,,
gon herm spth P,Z1papppp,Z1pappppv,2870,,repro,Posterior spermatheca.,,
gon herm sujn P,Z1papppa,Z1papppad,2870,,repro,Posterior spermathecal-uterine junction.,,
gon herm prsh A,Z1paapaa,Z1paapaap,2870,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh A,Z1paapaa,Z1paapaaa,2870,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm spth A,Z1papaap,Z1papaapv,2870,,repro,Anterior spermatheca.,,
Z1paappaa,Z1paappa,Z1paappaa,2870,,,,,
gon herm sujn A,Z1papaap,Z1papaapd,2870,,repro,Anterior spermathecal-uterine junction.,,
Z1paappap,Z1paappa,Z1paappap,2870,,,,,
gon herm spth P,Z4apappp,Z4apapppv,2870,,repro,Posterior spermatheca.,,
gon herm spth P,Z4apappp,Z4apapppd,2870,,repro,Posterior spermatheca.,,
gon herm spth P,Z4apappa,Z4apappav,2870,,repro,Posterior spermatheca.,,
gon herm spth A,Z1papaaa,Z1papaaav,2870,,repro,Anterior spermatheca.,,
gon herm sujn P,Z4apappa,Z4apappad,2870,,repro,Posterior spermathecal-uterine junction.,,
gon herm spth A,Z1papaaa,Z1papaaad,2870,,repro,Anterior spermatheca.,,
Z4appaapp,Z4appaap,Z4appaapp,2882,,,,,
Z4appaapa,Z4appaap,Z4appaapa,2882,,,,,
Z4paaapp,Z4paaap,Z4paaapp,2882,,,,,
posterior sheath,Z4appapp,Z4appappa,2882,,repro,,,
posterior sheath,Z4appapp,Z4appappp,2882,,repro,,,
Z4paaapa,Z4paaap,Z4paaapa,2882,,,,,
gon herm vut,Z4aapppp,Z4aappppa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm prsh P,Z4paapp,Z4paappa,2900,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh P,Z4paapp,Z4paappp,2900,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh P,Z4paapa,Z4paapaa,2900,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh P,Z4paapa,Z4paapap,2900,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm vut,Z4aappap,Z4aappapp,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm sujn P,Z4aapppa,Z4aapppap,2900,,repro,Posterior spermathecal-uterine junction. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm sujn P,Z4aapppp,Z4aappppp,2900,,repro,Posterior spermathecal-uterine junction. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
posterior sheath,Z4appapa,Z4appapap,2900,,repro,,,
posterior sheath,Z4appapa,Z4appapaa,2900,,repro,,,
gon herm spth P,Z4appaaa,Z4appaaap,2900,,repro,Posterior spermatheca.,,
gon herm vut,Z4aapppa,Z4aapppaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth P,Z4appaaa,Z4appaaaa,2900,,repro,Posterior spermatheca.,,
se,V6Rpppp,V6Rppppp,2900,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm vut,Z4aappaa,Z4aappaap,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth A,Z1paappp,Z1paapppa,2900,,repro,Anterior spermatheca.,,
gon herm vut,Z4aappap,Z4aappapa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm prsh A,Z1paapap,Z1paapapp,2900,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh A,Z1paapap,Z1paapapa,2900,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm spth A,Z1apppp,Z1appppp,2900,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppp,Z1appppa,2900,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappp,Z1paapppp,2900,,repro,Anterior spermatheca.,,
gon herm prsh A,Z1appap,Z1appapp,2900,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
hyp7,V6Lpapp,V6Lpappa,2900,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V6Lpapp,V6Lpappp,2900,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V6Lpppp,V6Lppppa,2900,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V6Lpppp,V6Lppppp,2900,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V6Rpapp,V6Rpappa,2900,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V6Rpppp,V6Rppppa,2900,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm prsh A,Z1appap,Z1appapa,2900,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm sujn A,Z1ppaaaa,Z1ppaaaaa,2900,,repro,Anterior spermathecal-uterine junction, part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
se,V6Rpapp,V6Rpappp,2900,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm sujn A,Z1ppaaap,Z1ppaaapa,2900,,repro,Anterior spermathecal-uterine junction, part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppaapp,Z1ppaappa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaaaaa,Z4aaaaaaa,2900,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
